"section","source","sha256"
"106","npm @tauri-apps/plugin-dialog 2.7.2 / LICENSE.spdx","eb8a6c84630461b352badcab1dbe5d0168c56d377358b2b8c86b51003272d5ef"
"106","npm @tauri-apps/plugin-opener 2.5.4 / LICENSE.spdx","eb8a6c84630461b352badcab1dbe5d0168c56d377358b2b8c86b51003272d5ef"
"107","cargo tauri-plugin-dialog 2.7.2 / LICENSE_MIT","89ff9689dcf9dd53968785d05a26f7898bb169dbfcada8d032b3e68cf0d55607"
"107","cargo tauri-plugin-fs 2.5.1 / LICENSE_MIT","89ff9689dcf9dd53968785d05a26f7898bb169dbfcada8d032b3e68cf0d55607"
"107","cargo tauri-plugin-opener 2.5.4 / LICENSE_MIT","89ff9689dcf9dd53968785d05a26f7898bb169dbfcada8d032b3e68cf0d55607"
"107","cargo tauri-plugin-sql 2.4.0 / LICENSE_MIT","89ff9689dcf9dd53968785d05a26f7898bb169dbfcada8d032b3e68cf0d55607"
"108","cargo time 0.3.55 / LICENSE-MIT","2537228d9a1b44a5dc595241349cae7090b326c8de165aaf89bfddef4a00d0fc"
"108","cargo time-core 0.1.9 / LICENSE-MIT","2537228d9a1b44a5dc595241349cae7090b326c8de165aaf89bfddef4a00d0fc"
"109","cargo tokio 1.53.1 / LICENSE","253cd04c6714889df2d32f3f64d669179a1c95c76ac43c40882c52eb06bc3552"
"109","cargo tokio-stream 0.1.19 / LICENSE","253cd04c6714889df2d32f3f64d669179a1c95c76ac43c40882c52eb06bc3552"
"110","cargo tracing 0.1.44 / LICENSE","898b1ae9821e98daf8964c8d6c7f61641f5f5aa78ad500020771c0939ee0dea1"
"110","cargo tracing-core 0.1.36 / LICENSE","898b1ae9821e98daf8964c8d6c7f61641f5f5aa78ad500020771c0939ee0dea1"
"111","cargo typenum 1.20.1 / LICENSE","db11fec9946737df39ca3898d9cd8c10ec6f6c3a884a6802b0ad0b81b4e8f23a"
"112","cargo typenum 1.20.1 / LICENSE-MIT","a825bd853ab71619a4923d7b4311221427848070ff44d990da39b0b274c1683f"
"113","cargo urlpattern 0.3.0 / LICENSE","5cf1c9dc617e4cad7fa03181ff893601ad5243aa3be527ef39034e1cd6377676"
"114","cargo utf8_iter 1.0.4 / LICENSE-MIT","3fa4ca83dcc9237839b1bdeb2e6d16bdfb5ec0c5ce42b24694d8bbf0dcbef72c"
"115","cargo uuid 1.25.0 / LICENSE-MIT","436bc5a105d8e57dcd8778730f3754f7bf39c14d2f530e4cde4bd2d17a83ec3d"
"116","cargo window-vibrancy 0.6.0 / LICENSE-MIT","617b85f62a4f1b6a62d3d9f28f6d7003b7f68a70b7675a8174bbcc68401ac62d"
"117","cargo window-vibrancy 0.6.0 / LICENSE.spdx","7ccef0d35e8507fa02d7e904a5277d62723f9ec576d52f6a865cab7b4dbf12ad"
"118","cargo windows 0.61.3 / license-mit","c2cfccb812fe482101a8f04597dfc5a9991a6b2748266c47ac91b6a5aae15383"
"118","cargo windows_x86_64_msvc 0.52.6 / license-mit","c2cfccb812fe482101a8f04597dfc5a9991a6b2748266c47ac91b6a5aae15383"
"118","cargo windows_x86_64_msvc 0.53.1 / license-mit","c2cfccb812fe482101a8f04597dfc5a9991a6b2748266c47ac91b6a5aae15383"
"118","cargo windows-collections 0.2.0 / license-mit","c2cfccb812fe482101a8f04597dfc5a9991a6b2748266c47ac91b6a5aae15383"
"118","cargo windows-core 0.61.2 / license-mit","c2cfccb812fe482101a8f04597dfc5a9991a6b2748266c47ac91b6a5aae15383"
"118","cargo windows-future 0.2.1 / license-mit","c2cfccb812fe482101a8f04597dfc5a9991a6b2748266c47ac91b6a5aae15383"
"118","cargo windows-link 0.2.1 / license-mit","c2cfccb812fe482101a8f04597dfc5a9991a6b2748266c47ac91b6a5aae15383"
"118","cargo windows-link 0.1.3 / license-mit","c2cfccb812fe482101a8f04597dfc5a9991a6b2748266c47ac91b6a5aae15383"
"118","cargo windows-numerics 0.2.0 / license-mit","c2cfccb812fe482101a8f04597dfc5a9991a6b2748266c47ac91b6a5aae15383"
"118","cargo windows-result 0.3.4 / license-mit","c2cfccb812fe482101a8f04597dfc5a9991a6b2748266c47ac91b6a5aae15383"
"118","cargo windows-strings 0.4.2 / license-mit","c2cfccb812fe482101a8f04597dfc5a9991a6b2748266c47ac91b6a5aae15383"
"118","cargo windows-sys 0.61.2 / license-mit","c2cfccb812fe482101a8f04597dfc5a9991a6b2748266c47ac91b6a5aae15383"
"118","cargo windows-sys 0.59.0 / license-mit","c2cfccb812fe482101a8f04597dfc5a9991a6b2748266c47ac91b6a5aae15383"
"118","cargo windows-sys 0.60.2 / license-mit","c2cfccb812fe482101a8f04597dfc5a9991a6b2748266c47ac91b6a5aae15383"
"118","cargo windows-targets 0.52.6 / license-mit","c2cfccb812fe482101a8f04597dfc5a9991a6b2748266c47ac91b6a5aae15383"
"118","cargo windows-targets 0.53.5 / license-mit","c2cfccb812fe482101a8f04597dfc5a9991a6b2748266c47ac91b6a5aae15383"
"118","cargo windows-threading 0.1.0 / license-mit","c2cfccb812fe482101a8f04597dfc5a9991a6b2748266c47ac91b6a5aae15383"
"118","cargo windows-version 0.1.7 / license-mit","c2cfccb812fe482101a8f04597dfc5a9991a6b2748266c47ac91b6a5aae15383"
"119","cargo winnow 1.0.4 / LICENSE-MIT","cb5aedb296c5246d1f22e9099f925a65146f9f0d6b4eebba97fd27a6cdbbab2d"
"120","cargo winreg 0.55.0 / LICENSE","ea021d8c6383c84d19c15ce90d3b1602cf448fdcc0bf3772c98e43c7bf1bf1d1"
"121","cargo wry 0.55.1 / LICENSE-MIT","ef88893533af22ffbb68ceef0724ba1389518df26165a34f3c99ad30b884df4f"
"122","cargo wry 0.55.1 / LICENSE.spdx","26235c41e314fb0da35b33b2bb5bcbc4dd523839f8eeca52efcd43586f441fb5"
"123","cargo zerocopy 0.8.56 / LICENSE-BSD","83c1763356e822adde0a2cae748d938a73fdc263849ccff6b27776dff213bd32"
"124","cargo zerocopy 0.8.56 / LICENSE-MIT","1a2f5c12ddc934d58956aa5dbdd3255fe55fd957633ab7d0d39e4f0daa73f7df"
"125","cargo zeroize 1.9.0 / LICENSE-MIT","8c7516d4b27b1e495be5e38b612298b63de48d05f49cdac94f70f3cd70f8864b"
"126","cargo zip 2.4.2 / LICENSE","04dc52136d82400b11df5f474949863a70a5d05d2278dec45b99c479494450a6"
"127","cargo zopfli 0.8.3 / COPYING","018b1cb87efdf7a04c2fcc13d57ed63f62149113fb207b27ea13430d64f13513"
"128","cargo zstd 0.13.3 / LICENSE","129e8edef29e9abcd2ebabe252f4ef1b1289cdca356bf0040284a2fbccfb96c8"
"128","cargo zstd-safe 7.2.4 / LICENSE.Mit","129e8edef29e9abcd2ebabe252f4ef1b1289cdca356bf0040284a2fbccfb96c8"
"128","cargo zstd-sys 2.0.16+zstd.1.5.7 / LICENSE.Mit","129e8edef29e9abcd2ebabe252f4ef1b1289cdca356bf0040284a2fbccfb96c8"
"129","cargo zstd-safe 7.2.4 / LICENSE","a77b7cfeaf911ed410ffbe76f0cb2b24ad8a4d94e7ead5727e914425c416cc63"
"129","cargo zstd-sys 2.0.16+zstd.1.5.7 / LICENSE","a77b7cfeaf911ed410ffbe76f0cb2b24ad8a4d94e7ead5727e914425c416cc63"
"130","cargo zstd-sys 2.0.16+zstd.1.5.7 / LICENSE.BSD-3-Clause","48341f685c87304089aa099b23c386f8bacc519ef555aa7a13e239908907b3fd"
"131","npm react 19.2.8 / LICENSE","da6d3703ed11cbe42bd212c725957c98da23cbff1998c05fa4b3d976d1a58e93"
"131","npm react-dom 19.2.8 / LICENSE","da6d3703ed11cbe42bd212c725957c98da23cbff1998c05fa4b3d976d1a58e93"
"131","npm scheduler 0.27.0 / LICENSE","da6d3703ed11cbe42bd212c725957c98da23cbff1998c05fa4b3d976d1a58e93"
"132","npm pdfjs-dist 6.3.289 / LICENSE","0d542e0c8804e39aa7f37eb00da5a762149dc682d7829451287e11b938e94594"
"133","bzip2 C 1.0.8","c6dbbf828498be844a89eaa3b84adbab3199e342eb5cb2ed2f0d4ba7ec0f38a3"
"134","Zstandard C 1.5.7","7055266497633c9025b777c78eb7235af13922117480ed5c674677adc381c9d8"
"135","XZ/liblzma licensing scope","bcb02973ef6e87ea73d331b3a80df7748407f17efdb784b61b47e0e610d3bb5c"
"136","Google Material Symbols Apache-2.0","58d1e17ffe5109a7ae296caafcadfdbe6a7d176f0bc4ab01e12a689b0499d8bd"
